paper_id,title,year,citation_count,venue,fields_of_study,topics,topic_ids,primary_topic
a18e399c20a150a8ca52a00c960ba61801a26d10,Research on Visual Relation Detection Based on Computer Vision,2020,1,"2020 3rd International Conference on Advanced Electronic Materials, Computers and Software Engineering (AEMCSE)",Computer Science,"['Computer Vision', 'Software Engineering', 'Machine Learning']","['computer_vision', 'software_engineering', 'machine_learning']",Computer Vision
a1b8a8df281bbaec148a897927a49ea47ea31515,Improved Baselines with Momentum Contrastive Learning,2020,3804,arXiv.org,Computer Science,"['Optimization', 'Machine Learning']","['optimization', 'machine_learning']",Optimization
a2c87a6bbd1915c26b480d61c1d410f16f0e2a8d,"Stock market prediction using machine learning classifiers and social media, news",2020,257,Journal of Ambient Intelligence and Humanized Computing,Computer Science,['Machine Learning'],['machine_learning'],Machine Learning
a2f38d03fd363e920494ad65a5f0ad8bd18cd60b,Domain-Specific Language Model Pretraining for Biomedical Natural Language Processing,2020,2221,ACM Trans. Comput. Heal.,Computer Science,"['Bioinformatics and Computational Biology', 'Deep Learning', 'Large Language Models', 'Natural Language Processing', 'Machine Learning']","['bioinformatics_and_computational_biology', 'deep_learning', 'large_language_models', 'natural_language_processing', 'machine_learning']",Bioinformatics and Computational Biology
a326d9f2d2d351001fece788165dbcbb524da2e4,D4RL: Datasets for Deep Data-Driven Reinforcement Learning,2020,1641,arXiv.org,Computer Science;Mathematics,"['Reinforcement Learning', 'Machine Learning']","['reinforcement_learning', 'machine_learning']",Reinforcement Learning
a3605333d0d3b6c2710f630036e394fc345c5af8,Machine learning algorithm for grading open-ended physics questions in Turkish,2020,32,Education and Information Technologies : Official Journal of the IFIP technical committee on Education,Computer Science;Physics,"['Machine Learning', 'Theory and Algorithms']","['machine_learning', 'theory_and_algorithms']",Machine Learning
a687eba9ff84ed2a8d7afb2e6017a8cf5b30e44b,Natural language processing algorithms for mapping clinical text fragments onto ontology concepts: a systematic review and recommendations for future studies,2020,72,Journal of Biomedical Semantics,Computer Science;Medicine,"['Natural Language Processing', 'Bioinformatics and Computational Biology', 'Software Engineering', 'Theory and Algorithms', 'Machine Learning']","['natural_language_processing', 'bioinformatics_and_computational_biology', 'software_engineering', 'theory_and_algorithms', 'machine_learning']",Natural Language Processing
a7c88d4d3b6ebd0c69625053921730001f2c2a15,CenterFusion: Center-based Radar and Camera Fusion for 3D Object Detection,2020,351,IEEE Workshop/Winter Conference on Applications of Computer Vision,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
a87fb71f99b0803bb311ad52cff116c1335a24ed,Adaptive IoT Empowered Smart Road Traffic Congestion Control System Using Supervised Machine Learning Algorithm,2020,72,Computer/law journal,Computer Science,"['Computer Networks', 'Machine Learning', 'Robotics and Control', 'Theory and Algorithms']","['computer_networks', 'machine_learning', 'robotics_and_control', 'theory_and_algorithms']",Computer Networks
a8bffc01f0f4502cbff463125733f8bf26ead5cf,A Survey on Deep Learning: Convolution Neural Network (CNN),2020,62,"Smart Innovation, Systems and Technologies",Computer Science,"['Deep Learning', 'Machine Learning']","['deep_learning', 'machine_learning']",Deep Learning
a8e2c8b8b4a6ed4407add898946e9bcb475453d2,Improving the accuracy of medical diagnosis with causal machine learning,2020,510,Nature Communications,Computer Science;Medicine,['Machine Learning'],['machine_learning'],Machine Learning
a9292632c2271e5e53326f47c6e4dd589dd87eca,Object Detection and Image Segmentation with Deep Learning on Earth Observation Data: A Review-Part I: Evolution and Recent Trends,2020,313,Remote Sensing,Computer Science,"['Computer Vision', 'Deep Learning', 'Machine Learning']","['computer_vision', 'deep_learning', 'machine_learning']",Computer Vision
a9d93e3b418039f4423fbcb5db99fcef050c1e0b,D2Det: Towards High Quality Object Detection and Instance Segmentation,2020,270,Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
aa0f13a2ef09dd86367203f84e0414c2450e3bfd,Going From RGB to RGBD Saliency: A Depth-Guided Transformation Model,2020,133,IEEE Transactions on Cybernetics,Computer Science;Medicine,['Machine Learning'],['machine_learning'],Machine Learning
aba423ba317987ccbb6a0deab60b9a0ce4f35bf6,Distributed Dynamic Resource Management and Pricing in the IoT Systems With Blockchain-as-a-Service and UAV-Enabled Mobile Edge Computing,2020,101,IEEE Internet of Things Journal,Computer Science,['Computer Networks'],['computer_networks'],Computer Networks
ac8fbc56463ee791abb138e3692e5d572b55b856,An Innovative Fuzzy Logic-Based Machine Learning Algorithm for Supporting Predictive Analytics on Big Transportation Data,2020,26,IEEE International Conference on Fuzzy Systems,Computer Science,"['Machine Learning', 'Theory and Algorithms']","['machine_learning', 'theory_and_algorithms']",Machine Learning
ad11f99f4486cc660a7cf2d724539db3b12c14ac,Machine learning in materials design: Algorithm and application,2020,54,Chinese Physics B,Computer Science;Physics,"['Machine Learning', 'Theory and Algorithms']","['machine_learning', 'theory_and_algorithms']",Machine Learning
ad37644ee77f4d46ad719cc512d30e5cfc200a81,A Hierarchical Graph Network for 3D Object Detection on Point Clouds,2020,161,Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
ad7ddcc14984caae308c397f1a589aae75d4ab71,Training data-efficient image transformers & distillation through attention,2020,8445,International Conference on Machine Learning,Computer Science,"['Deep Learning', 'Machine Learning']","['deep_learning', 'machine_learning']",Deep Learning
af267e25491df6cef3c2673d527c37d7b1160932,Multi-scale Deep Neural Network (MscaleDNN) for Solving Poisson-Boltzmann Equation in Complex Domains,2020,197,Communications in Computational Physics,Computer Science;Physics;Mathematics,"['Deep Learning', 'Machine Learning']","['deep_learning', 'machine_learning']",Deep Learning
afc577ad42f95b3601609a14dc8f6e9c64e27674,Trends and Features of the Applications of Natural Language Processing Techniques for Clinical Trials Text Analysis,2020,48,Applied Sciences,Computer Science,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
affe69e82ffbd6a02e517a4570fdccdee7d001e9,Identifying drug-target interactions based on graph convolutional network and deep neural network,2020,258,Briefings Bioinform.,Computer Science;Medicine,"['Deep Learning', 'Bioinformatics and Computational Biology', 'Machine Learning']","['deep_learning', 'bioinformatics_and_computational_biology', 'machine_learning']",Deep Learning
b046cabb3e74439fff3118f078120675434d26bc,Deep compressive offloading: speeding up neural network inference by trading edge computation for network latency,2020,160,ACM International Conference on Embedded Networked Sensor Systems,Computer Science,"['Computer Networks', 'Deep Learning', 'Machine Learning']","['computer_networks', 'deep_learning', 'machine_learning']",Computer Networks
b0a27de2c65754423afc7e5cc43f06998af325c2,Study of Region Convolutional Neural Network Deep Learning for Fire Accident Detection,2020,3,International Conference on Advanced Intelligent System and Informatics,Computer Science,"['Deep Learning', 'Machine Learning']","['deep_learning', 'machine_learning']",Deep Learning
b103e87c7727134927d3ffb06934a95c10c02fc0,"GPT-3: Its Nature, Scope, Limits, and Consequences",2020,2230,Minds and Machines,Computer Science,"['Large Language Models', 'Deep Learning', 'Machine Learning', 'Natural Language Processing']","['large_language_models', 'deep_learning', 'machine_learning', 'natural_language_processing']",Large Language Models
b16c891826767874d83950d2a26902673214dfcc,The 2019 National Natural language processing (NLP) Clinical Challenges (n2c2)/Open Health NLP (OHNLP) shared task on clinical concept normalization for clinical records,2020,42,J. Am. Medical Informatics Assoc.,Computer Science;Medicine,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
b22e74be741d7852c995348e566bef58b9a3d40b,Weakly-Supervised Salient Object Detection via Scribble Annotations,2020,296,Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
b26f2037f769d5ffc5f7bdcec2de8da28ec14bee,Dense Passage Retrieval for Open-Domain Question Answering,2020,4985,Conference on Empirical Methods in Natural Language Processing,Computer Science,"['Information Retrieval', 'Natural Language Processing', 'Machine Learning']","['information_retrieval', 'natural_language_processing', 'machine_learning']",Information Retrieval
b4e34a769890cd67bf28496af1614d48497ffa94,Weakly Supervised 3D Object Detection from Lidar Point Cloud,2020,116,European Conference on Computer Vision,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
b5314eb324b03f766f98318332c3e614fcddd443,To Review and Compare Evolutionary Algorithms in Optimization of Distributed Database Query,2020,2,International Symposium on Digital Forensics and Security,Computer Science,"['Databases and Data Management', 'Optimization', 'Security and Privacy', 'Theory and Algorithms', 'Machine Learning']","['databases_and_data_management', 'optimization', 'security_and_privacy', 'theory_and_algorithms', 'machine_learning']",Databases and Data Management
b5ef0f91663f0cbd6910dec9a890c138f7ec10e0,Oscar: Object-Semantics Aligned Pre-training for Vision-Language Tasks,2020,2155,European Conference on Computer Vision,Computer Science,"['Computer Vision', 'Deep Learning', 'Natural Language Processing', 'Machine Learning']","['computer_vision', 'deep_learning', 'natural_language_processing', 'machine_learning']",Computer Vision
b68b2e81ae2de647394ec05ee62ecf108bf2b50a,Eliciting Knowledge from Language Models Using Automatically Generated Prompts,2020,489,Conference on Empirical Methods in Natural Language Processing,Computer Science,"['Large Language Models', 'Natural Language Processing', 'Deep Learning', 'Machine Learning']","['large_language_models', 'natural_language_processing', 'deep_learning', 'machine_learning']",Large Language Models
b75d9625eaf1e02262fc3260020c7461bd83c56f,Range Conditioned Dilated Convolutions for Scale Invariant 3D Object Detection,2020,118,Conference on Robot Learning,Computer Science,"['Computer Vision', 'Robotics and Control', 'Machine Learning']","['computer_vision', 'robotics_and_control', 'machine_learning']",Computer Vision
b805693c17961af2cc7f859c1a54320b26036f46,Universal Dependencies v2: An Evergrowing Multilingual Treebank Collection,2020,596,International Conference on Language Resources and Evaluation,Computer Science,['Natural Language Processing'],['natural_language_processing'],Natural Language Processing
b93de30557605a4d7fe688524dc38dd52abc59e0,Neural Mechanics: Symmetry and Broken Conservation Laws in Deep Learning Dynamics,2020,92,International Conference on Learning Representations,Computer Science;Physics;Biology;Mathematics,"['Deep Learning', 'Machine Learning']","['deep_learning', 'machine_learning']",Deep Learning
b963890072ce4a9139c9937266b716bc7a6191f8,Simple Copy-Paste is a Strong Data Augmentation Method for Instance Segmentation,2020,1177,Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
b9e2f03f866f18f485eaaa2fc9a85c49c5719974,Dynamic R-CNN: Towards High Quality Object Detection via Dynamic Training,2020,558,European Conference on Computer Vision,Computer Science,"['Computer Vision', 'Deep Learning', 'Machine Learning']","['computer_vision', 'deep_learning', 'machine_learning']",Computer Vision
b9fad95ac5f101f287b32bc517d1331dcf62345a,Phishing Website Detection Based on Machine Learning Algorithm,2020,16,2020 International Conference on Computing and Data Science (CDS),Computer Science,"['Machine Learning', 'Theory and Algorithms']","['machine_learning', 'theory_and_algorithms']",Machine Learning
ba4078b5956f6521f4b9589a62303e4e4c021c54,Multi-Scale Positive Sample Refinement for Few-Shot Object Detection,2020,339,European Conference on Computer Vision,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
ba4a34680e09e77984624c95f5245d91b54373f6,XTREME: A Massively Multilingual Multi-task Benchmark for Evaluating Cross-lingual Generalization,2020,1091,International Conference on Machine Learning,Computer Science,['Machine Learning'],['machine_learning'],Machine Learning
ba7b1580edb1931f1485981e9342e64dbd87749b,A hybrid quantum-classical neural network with deep residual learning,2020,59,Neural Networks,Medicine;Computer Science,"['Deep Learning', 'Machine Learning']","['deep_learning', 'machine_learning']",Deep Learning
ba7de158d110059c9af544d2d282161ca3ee6261,Exploring Categorical Regularization for Domain Adaptive Object Detection,2020,324,Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
baf60d13c98916b77b09bc525ede1cd610ed1db5,"Fine-Tuning Pretrained Language Models: Weight Initializations, Data Orders, and Early Stopping",2020,689,arXiv.org,Computer Science,"['Deep Learning', 'Large Language Models', 'Machine Learning', 'Natural Language Processing']","['deep_learning', 'large_language_models', 'machine_learning', 'natural_language_processing']",Deep Learning
bb6ae805a00f57c7d5316b18c83d9eead9ae0177,Natural Language Processing Applications in Business,2020,36,E-Business - Higher Education and Intelligence Applications,Computer Science,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
bc022dbb37b1bbf3905a7404d19c03ccbf6b81a8,Generative Pretraining From Pixels,2020,1724,International Conference on Machine Learning,Computer Science,"['Deep Learning', 'Machine Learning']","['deep_learning', 'machine_learning']",Deep Learning
bc411487f305e451d7485e53202ec241fcc97d3b,CORD-19: The Covid-19 Open Research Dataset,2020,857,NLPCOVID19,Medicine;Computer Science,['Information Retrieval'],['information_retrieval'],Information Retrieval
bc865c13b34f867a7dc45f4008ae79ea3d1d9a8c,A COMPUTER VISION APPROACH FOR DETECTION OF ASTEROIDS/COMETS IN SPACE SATELLITE IMAGES,2020,1,"The International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
bd20069f5cac3e63083ecf6479abc1799db33ce0,A Primer in BERTology: What We Know About How BERT Works,2020,1754,Transactions of the Association for Computational Linguistics,Computer Science,"['Large Language Models', 'Natural Language Processing', 'Deep Learning', 'Machine Learning']","['large_language_models', 'natural_language_processing', 'deep_learning', 'machine_learning']",Large Language Models
bd9ecc05a12563445a2ef4fe758a39d7f2bcda0d,DeltaGrad: Rapid retraining of machine learning models,2020,246,International Conference on Machine Learning,Computer Science;Mathematics,['Machine Learning'],['machine_learning'],Machine Learning
bdbb944a84b8cdec8d120d2d2535995e335d0174,An Analysis of Simple Data Augmentation for Named Entity Recognition,2020,215,International Conference on Computational Linguistics,Computer Science,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
bdd0272a648a52f28550e4ec8580bb091182bbc3,Deep Learning Techniques for Part of Speech Tagging by Natural Language Processing,2020,41,International Conference on Innovative Mechanisms for Industry Applications,Computer Science,"['Natural Language Processing', 'Deep Learning', 'Machine Learning']","['natural_language_processing', 'deep_learning', 'machine_learning']",Natural Language Processing
be2b104b20fd623b33814a1de0649fc3afb5d9bc,Collaborative Training between Region Proposal Localization and Classification for Domain Adaptive Object Detection,2020,122,European Conference on Computer Vision,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
be854358e4e8c55051ca2e0c694616fcac702966,EEG-Based Emotion Classification Using a Deep Neural Network and Sparse Autoencoder,2020,198,Frontiers in Systems Neuroscience,Computer Science;Medicine,"['Deep Learning', 'Generative Models', 'Machine Learning']","['deep_learning', 'generative_models', 'machine_learning']",Deep Learning
be9c7be2f8e28db3b4c485d589f41732f482abf6,Deep Learning for Natural Language Processing in Radiology-Fundamentals and a Systematic Review.,2020,146,Journal of the American College of Radiology,Medicine;Computer Science,"['Deep Learning', 'Natural Language Processing', 'Software Engineering', 'Machine Learning']","['deep_learning', 'natural_language_processing', 'software_engineering', 'machine_learning']",Deep Learning
bec1169363ac423033cc05e8058b7a621531b088,Chained-Tracker: Chaining Paired Attentive Regression Results for End-to-End Joint Multiple-Object Detection and Tracking,2020,362,European Conference on Computer Vision,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
bf9a8fb50aca26774ebf4815db2d8712e2c5830c,TextAttack: A Framework for Adversarial Attacks in Natural Language Processing,2020,75,arXiv.org,Computer Science,"['Natural Language Processing', 'Security and Privacy', 'Machine Learning']","['natural_language_processing', 'security_and_privacy', 'machine_learning']",Natural Language Processing
c0475f30644133bea203a14377f7cf703abe304c,Displacement detection method of QR code reference object based on computer vision,2020,2,"2020 IEEE Intl Conf on Parallel & Distributed Processing with Applications, Big Data & Cloud Computing, Sustainable Computing & Communications, Social Computing & Networking (ISPA/BDCloud/SocialCom/SustainCom)",Computer Science,"['Computer Vision', 'Distributed Systems and Cloud', 'Machine Learning']","['computer_vision', 'distributed_systems_and_cloud', 'machine_learning']",Computer Vision
c04d9e067cfcb805b20ac514b42085fc81a7bccd,Salient Object Detection Techniques in Computer Vision—A Survey,2020,91,Entropy,Computer Science;Medicine,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
c09f44e0088342ec618c7a2deeab1526d73b2d6b,Data and its (dis)contents: A survey of dataset development and use in machine learning research,2020,605,Patterns,Medicine;Computer Science,['Machine Learning'],['machine_learning'],Machine Learning
c0a640915e50983de7294a5127020695eaee30b9,SMOKE: Single-Stage Monocular 3D Object Detection via Keypoint Estimation,2020,430,2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
c0c6f3ba310099b9a1ebe899f5f58bb04574df97,Automatically Identifying Words That Can Serve as Labels for Few-Shot Text Classification,2020,223,International Conference on Computational Linguistics,Computer Science,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
c0cc3f2cb0a762f979a180788bfe573c34649791,A Review of Natural Language Processing Techniques for Sentiment Analysis using Pre-trained Models,2020,56,International Conference Computing Methodologies and Communication,Computer Science,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
c0fc949aa96d91a7a7775d49960b319844629f32,Software reuse analytics using integrated random forest and gradient boosting machine learning algorithm,2020,45,"Software, Practice & Experience",Computer Science,"['Machine Learning', 'Theory and Algorithms']","['machine_learning', 'theory_and_algorithms']",Machine Learning
c13a8f9edb933e60c7a989244aee56283a54ce37,UP-DETR: Unsupervised Pre-training for Object Detection with Transformers,2020,549,Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Deep Learning', 'Machine Learning']","['computer_vision', 'deep_learning', 'machine_learning']",Computer Vision
c1860f2d8cfc8d430ca1db517b229570b2070dfa,End-to-End Pseudo-LiDAR for Image-Based 3D Object Detection,2020,189,Computer Vision and Pattern Recognition,Computer Science;Engineering,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
c26f90d4cfa33ceff373cf49c2a534e2004685da,HULK: An Energy Efficiency Benchmark Platform for Responsible Natural Language Processing,2020,37,Conference of the European Chapter of the Association for Computational Linguistics,Computer Science,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
c2b94c30d320143a697de976d6ec0fbdc5c84d6f,HTD-Net: A Deep Convolutional Neural Network for Target Detection in Hyperspectral Imagery,2020,132,Remote Sensing,Computer Science,"['Deep Learning', 'Machine Learning']","['deep_learning', 'machine_learning']",Deep Learning
c2d7c6c92f113fa04ab54cf348e78c642fc9dd29,Fake News Detection Using a Blend of Neural Networks: An Application of Deep Learning,2020,77,SN Computer Science,Computer Science,"['Deep Learning', 'Machine Learning']","['deep_learning', 'machine_learning']",Deep Learning
c31c55db4d962527fd2e1366d173ba3f9a5fb0ed,3DSSD: Point-Based 3D Single Stage Object Detector,2020,1118,Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
c32adbd5522696f87ce9fff113d7f56a5090a8c4,PIoU Loss: Towards Accurate Oriented Object Detection in Complex Environments,2020,268,European Conference on Computer Vision,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
c372c393a19095f5d1b7e7114e1d70e85a4bab59,Natural language processing for structuring clinical text data on depression using UK-CRIS,2020,55,Evidence-Based Mental Health,Computer Science;Medicine,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
c3db81829810eff266f15a9aa313e9db975d9a34,Structured Neural Decoding With Multitask Transfer Learning of Deep Neural Network Representations,2020,37,IEEE Transactions on Neural Networks and Learning Systems,Computer Science;Medicine,"['Deep Learning', 'Machine Learning']","['deep_learning', 'machine_learning']",Deep Learning
c42c29c793f3b8518a313d03fa101b1201a8ad14,Network intrusion detection system: A systematic study of machine learning and deep learning approaches,2020,949,Transactions on Emerging Telecommunications Technologies,Computer Science,"['Deep Learning', 'Machine Learning', 'Security and Privacy']","['deep_learning', 'machine_learning', 'security_and_privacy']",Deep Learning
c58c496118bc7da224185b2a00aa41e89801c88a,Proposal Learning for Semi-Supervised Object Detection,2020,106,IEEE Workshop/Winter Conference on Applications of Computer Vision,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
c5cc2340766d68ece08bb1520d357bcf8c03ad48,The Right Tool for the Job: Matching Model and Instance Complexities,2020,179,Annual Meeting of the Association for Computational Linguistics,Computer Science,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
c6436cec7599ed370efdef3d7eeedd1a5b6b7246,A Survey of Computer Vision Methods for 2D Object Detection from Unmanned Aerial Vehicles,2020,109,Journal of Imaging,Medicine;Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
c658ab6ce168457d362d199a11ecdff758f8d935,Domain Adaptive Object Detection via Asymmetric Tri-way Faster-RCNN,2020,157,European Conference on Computer Vision,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
c68ad4f1f69989a6193c889a38f1854cbc2e518a,Text Messaging-Based Medical Diagnosis Using Natural Language Processing and Fuzzy Logic,2020,60,Journal of Healthcare Engineering,Computer Science,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
c6a84615bc36486cd0170f8a3e1b7e5ec8f5344e,A Knowledge-Enhanced Pretraining Model for Commonsense Story Generation,2020,266,Transactions of the Association for Computational Linguistics,Computer Science,"['Deep Learning', 'Natural Language Processing', 'Machine Learning']","['deep_learning', 'natural_language_processing', 'machine_learning']",Deep Learning
c783cdc03a32e5094affa7eef710459aac599aaf,BatchCrypt: Efficient Homomorphic Encryption for Cross-Silo Federated Learning,2020,849,USENIX Annual Technical Conference,Computer Science,['Security and Privacy'],['security_and_privacy'],Security and Privacy
c845494445f3bfa01d8245a4759b144e27aa3788,A Survey of Knowledge-enhanced Text Generation,2020,323,ACM Computing Surveys,Computer Science,['Natural Language Processing'],['natural_language_processing'],Natural Language Processing
c8541c18e6be27c9067a500096858598f5064448,Plant Disease Classification: A Comparative Evaluation of Convolutional Neural Networks and Deep Learning Optimizers,2020,209,Plants,Medicine;Computer Science,"['Deep Learning', 'Machine Learning']","['deep_learning', 'machine_learning']",Deep Learning
c9b56cb026a38e39bb0228faac57accd6f65e6f7,"TextAttack: A Framework for Adversarial Attacks, Data Augmentation, and Adversarial Training in NLP",2020,875,Conference on Empirical Methods in Natural Language Processing,Computer Science,"['Natural Language Processing', 'Machine Learning', 'Security and Privacy']","['natural_language_processing', 'machine_learning', 'security_and_privacy']",Natural Language Processing
c9ba1b5bd3490bce1dfded894e3aed18d94ccb8e,Intelligent Location of Leakage in Water Supply Network Based on Bp Neural Network Deep Learning,2020,1,International Conference on Measuring Technology and Mechatronics Automation,Computer Science,"['Deep Learning', 'Machine Learning']","['deep_learning', 'machine_learning']",Deep Learning
ca7f1c388e6000daf2e4c635ab117e452e76ad64,SSN: Shape Signature Networks for Multi-class Object Detection from Point Clouds,2020,131,European Conference on Computer Vision,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
cad38cf6083c4d385f30e8b9ad7200391dc309bb,A Deep Learning Architecture for Psychometric Natural Language Processing,2020,64,ACM Trans. Inf. Syst.,Computer Science,"['Deep Learning', 'Natural Language Processing', 'Machine Learning']","['deep_learning', 'natural_language_processing', 'machine_learning']",Deep Learning
cb472fbaad1b02a03b6593db25eb665b6b3f67ca,A Review on Near-Duplicate Detection of Images using Computer Vision Techniques,2020,55,Archives of Computational Methods in Engineering,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
cc800718c883bf9f80b006e3e0716c8db6565320,A machine learning algorithm for simulating immunohistochemistry: development of SOX10 virtual IHC and evaluation on primarily melanocytic neoplasms,2020,47,Modern Pathology,Medicine;Computer Science,"['Machine Learning', 'Theory and Algorithms']","['machine_learning', 'theory_and_algorithms']",Machine Learning
cd20a50c385877ffbaa4225c6671a78ed512bc22,A2dele: Adaptive and Attentive Depth Distiller for Efficient RGB-D Salient Object Detection,2020,218,Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
cd9a2b4578fbd812fea5d31e5b8e778f13e352c0,Generalized Focal Loss V2: Learning Reliable Localization Quality Estimation for Dense Object Detection,2020,294,Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
d049d63ba6fa4c57cdb7334cbc3108fa3add8bb0,Cloud Computing Virtualization of Resources Allocation for Distributed Systems,2020,126,,Computer Science,['Distributed Systems and Cloud'],['distributed_systems_and_cloud'],Distributed Systems and Cloud
d0d3f83a5e03ce71fc41852bcda22129d9bdedc0,Quantum Software Engineering: Landscapes and Horizons,2020,182,arXiv.org,Computer Science;Physics,['Software Engineering'],['software_engineering'],Software Engineering
d11cedaf557af1883b906b4cc152254f9b8615f9,A Closer Look at Local Aggregation Operators in Point Cloud Analysis,2020,206,European Conference on Computer Vision,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
d1234488ec41b48f689b37fe2248c7a11aae0410,An efficient optimization approach for designing machine learning models based on genetic algorithm,2020,244,Neural computing & applications (Print),Computer Science,"['Machine Learning', 'Optimization', 'Theory and Algorithms']","['machine_learning', 'optimization', 'theory_and_algorithms']",Machine Learning
d14bc27d39614b1f16c84a55eeb1eae157ec9517,PP-YOLO: An Effective and Efficient Implementation of Object Detector,2020,326,arXiv.org,Computer Science,['Computer Vision'],['computer_vision'],Computer Vision
d16ab5c19ed33a263b6412ac41a4ea1f068d254a,Revisiting Pre-Trained Models for Chinese Natural Language Processing,2020,805,Findings,Computer Science,"['Natural Language Processing', 'Machine Learning']","['natural_language_processing', 'machine_learning']",Natural Language Processing
d1cac56b10e8af20d1d0e5e6aeae9ca33200878b,Hyperspectral Image Classification With Convolutional Neural Network and Active Learning,2020,266,IEEE Transactions on Geoscience and Remote Sensing,Computer Science,"['Deep Learning', 'Computer Vision', 'Machine Learning']","['deep_learning', 'computer_vision', 'machine_learning']",Deep Learning
d21806115a79c960298cfca45a49b24682cac71a,Do Wide and Deep Networks Learn the Same Things? Uncovering How Neural Network Representations Vary with Width and Depth,2020,306,International Conference on Learning Representations,Computer Science,"['Deep Learning', 'Machine Learning']","['deep_learning', 'machine_learning']",Deep Learning
d22f0bc26292d9f7a8e8e1699e02fc00f73c9961,3DIoUMatch: Leveraging IoU Prediction for Semi-Supervised 3D Object Detection,2020,145,Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Machine Learning']","['computer_vision', 'machine_learning']",Computer Vision
d29430adccb805ab57b349afa8553954347b3197,Rethinking Semantic Segmentation from a Sequence-to-Sequence Perspective with Transformers,2020,3446,Computer Vision and Pattern Recognition,Computer Science,"['Computer Vision', 'Deep Learning', 'Natural Language Processing', 'Machine Learning']","['computer_vision', 'deep_learning', 'natural_language_processing', 'machine_learning']",Computer Vision
d3c6c635b9cfd8890c7244d3db4be53d45944963,A^3: Accelerating Attention Mechanisms in Neural Networks with Approximation,2020,278,International Symposium on High-Performance Computer Architecture,Computer Science,"['Deep Learning', 'Machine Learning']","['deep_learning', 'machine_learning']",Deep Learning
